InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
503837,POST,POSTAGE,17,2010-12-06 22:46:00,0.85,13623,Belgium
503837,71053,WHITE METAL LANTERN,9,2011-11-22 14:33:00,12.75,16560,United Kingdom
C503838,84029E,RED WOOLLY HOTTIE WHITE HEART.,14,2010-08-23 09:59:00,18.9,14948,Sweden
503838,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2010-02-19 15:48:00,12.75,,United Kingdom
503838,POST,POSTAGE,10,2011-06-26 22:56:00,18.9,17418,United Kingdom
503839,22423,REGENCY CAKESTAND 3 TIER,6,2011-04-27 16:34:00,18.9,16891,France
503839,POST,POSTAGE,3,2010-07-26 18:05:00,3.75,17170,Portugal
503839,POST,POSTAGE,12,2010-06-04 09:11:00,5.95,12567,Portugal
503840,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2010-06-25 15:02:00,39.9,,Switzerland
503840,71053,WHITE METAL LANTERN,2,2011-06-02 12:47:00,0.85,13701,France
503840,47566,PARTY BUNTING,18,2010-11-29 13:04:00,5.95,13561,Portugal
503841,85099B,JUMBO BAG RED RETROSPOT,9,2010-02-01 12:21:00,1.25,15156,Portugal
503841,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-01-01 16:39:00,18.9,15007,Portugal
503841,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,2010-01-05 13:58:00,8.5,,Switzerland
503842,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-2,2011-01-13 09:13:00,39.9,18029,United Kingdom
503842,M,MANUAL,16,2011-09-28 21:41:00,18.9,14796,Germany
503842,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2010-12-06 13:21:00,5.95,15842,Netherlands
503843,22720,SET OF 3 CAKE TINS PANTRY DESIGN,8,2011-10-20 15:42:00,3.75,13837,Switzerland
503843,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-04-17 13:02:00,8.5,,Germany
503843,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2010-08-10 18:03:00,12.75,15712,Australia
503844,85099B,JUMBO BAG RED RETROSPOT,17,2010-09-19 13:23:00,1.25,12579,Spain
503844,22720,SET OF 3 CAKE TINS PANTRY DESIGN,16,2010-06-08 08:29:00,0.85,16527,Sweden
503844,22423,REGENCY CAKESTAND 3 TIER,6,2011-04-28 15:32:00,24.5,15847,Switzerland
503845,TEST001,TEST PRODUCT,16,2011-06-15 17:22:00,3.75,,Netherlands
503845,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2010-09-16 19:24:00,24.5,13508,Belgium
503845,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2010-08-12 12:58:00,18.9,13788,United Kingdom
503846,47566,PARTY BUNTING,13,2010-05-14 17:07:00,8.5,15732,Switzerland
503846,DOT,DOTCOM POSTAGE,16,2010-03-24 15:17:00,2.1,16347,Germany
503846,DOT,DOTCOM POSTAGE,2,2010-11-07 09:31:00,18.9,,Portugal
503847,84406B,CREAM CUPID HEARTS COAT HANGER,17,2010-10-04 15:12:00,24.5,13016,United Kingdom
503847,M,MANUAL,5,2011-05-13 20:57:00,18.9,15687,Sweden
503847,POST,POSTAGE,16,2011-03-25 12:10:00,39.9,17427,Sweden
503848,84406B,CREAM CUPID HEARTS COAT HANGER,17,2010-08-27 16:44:00,1.25,14025,Sweden
503848,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2011-01-14 20:46:00,5.95,,Netherlands
503848,DOT,DOTCOM POSTAGE,15,2010-06-03 15:23:00,5.95,17552,Germany
503849,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2011-05-11 12:16:00,3.75,13575,Switzerland
503849,71053,WHITE METAL LANTERN,8,2010-01-11 13:13:00,0.85,15360,Spain
503849,84406B,CREAM CUPID HEARTS COAT HANGER,14,2010-11-10 11:01:00,24.5,13789,France
503850,22423,REGENCY CAKESTAND 3 TIER,12,2011-05-20 15:35:00,24.5,,Belgium
503850,84029E,RED WOOLLY HOTTIE WHITE HEART.,11,2011-11-24 11:13:00,3.75,17983,Australia
503850,22720,SET OF 3 CAKE TINS PANTRY DESIGN,13,2011-05-31 15:39:00,5.95,12510,United Kingdom
503851,POST,POSTAGE,15,2011-11-15 12:14:00,12.75,18177,Sweden
503851,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-06-04 14:13:00,1.25,14418,Switzerland
503851,POST,POSTAGE,7,2011-08-07 21:02:00,0.85,,France
503852,DOT,DOTCOM POSTAGE,6,2011-07-21 19:45:00,1.25,13803,Belgium
503852,84029E,RED WOOLLY HOTTIE WHITE HEART.,5,2011-01-11 12:33:00,24.5,16474, united kingdom 
503852,POST,POSTAGE,3,2010-09-22 16:27:00,24.5,13219,France
503853,85099B,JUMBO BAG RED RETROSPOT,3,2010-07-16 17:54:00,24.5,13386,Portugal
503853,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2011-06-13 15:14:00,0.85,,Germany
503853,DOT,DOTCOM POSTAGE,5,2011-01-01 09:53:00,3.75,17188,Portugal
503854,85099B,JUMBO BAG RED RETROSPOT,8,2010-09-29 14:10:00,3.75,13631,Germany
503854,85099B,JUMBO BAG RED RETROSPOT,7,2011-08-21 08:00:00,8.5,12468,Portugal
503854,85099B,JUMBO BAG RED RETROSPOT,1,2010-12-16 12:20:00,1.25,17373,Switzerland
503855,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2010-09-10 09:29:00,3.75,,Australia
503855,22423,REGENCY CAKESTAND 3 TIER,13,2011-04-16 12:27:00,5.95,17211,Germany
503855,71053,WHITE METAL LANTERN,13,2010-01-01 12:49:00,5.95,16579,United Kingdom
503856,DOT,DOTCOM POSTAGE,13,2010-11-21 08:16:00,8.5,13227,Switzerland
503856,TEST001,TEST PRODUCT,12,2011-02-08 10:00:00,8.5,17998,Spain
503856,22720,SET OF 3 CAKE TINS PANTRY DESIGN,18,2010-05-11 11:51:00,3.75,,Belgium
503857,TEST001,TEST PRODUCT,3,2010-07-19 18:49:00,24.5,15257,Sweden
503857,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-11-19 13:58:00,39.9,12730,Switzerland
503857,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2011-07-24 21:24:00,24.5,14000,France
503858,71053,WHITE METAL LANTERN,10,2010-10-14 16:45:00,8.5,12388,Switzerland
503858,84406B,CREAM CUPID HEARTS COAT HANGER,18,2011-05-17 20:08:00,1.25,,Switzerland
503858,TEST001,TEST PRODUCT,10,2010-04-15 11:56:00,18.9,15633,Netherlands
503859,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2010-09-01 15:56:00,2.1,13044,France
503859,85099B,JUMBO BAG RED RETROSPOT,15,2011-05-18 08:26:00,12.75,15076,France
503859,POST,POSTAGE,2,2010-06-27 14:18:00,12.75,15451,United Kingdom
503860,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-02-04 12:32:00,1.25,,France
503860,TEST001,TEST PRODUCT,4,2011-06-22 14:40:00,1.25,16120,Germany
503860,71053,WHITE METAL LANTERN,3,2010-09-24 10:44:00,8.5,17118,Netherlands
503861,71053,WHITE METAL LANTERN,18,2011-04-15 22:36:00,18.9,14433,Sweden
503861,71053,WHITE METAL LANTERN,11,2010-04-08 20:21:00,8.5,15780,Sweden
503861,84879,ASSORTED COLOUR BIRD ORNAMENT,17,2010-05-13 10:57:00,1.25,,United Kingdom
503862,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2010-06-08 15:32:00,0.85,12607,Germany
503862,22423,REGENCY CAKESTAND 3 TIER,2,2010-02-12 17:18:00,12.75,13059,Netherlands
503862,TEST001,TEST PRODUCT,10,2010-12-30 21:37:00,24.5,12779,Sweden
503863,71053,WHITE METAL LANTERN,12,2010-04-02 20:54:00,1.25,16253,Switzerland
503863,22720,SET OF 3 CAKE TINS PANTRY DESIGN,9,2010-02-27 21:46:00,5.95,,Australia
503863,85099B,JUMBO BAG RED RETROSPOT,1,2010-10-17 10:09:00,-1.0,12810,Belgium
503864,84406B,CREAM CUPID HEARTS COAT HANGER,10,2011-08-15 22:25:00,3.75,16962,Sweden
503864,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2010-09-01 08:51:00,5.95,12788,Portugal
503864,84406B,CREAM CUPID HEARTS COAT HANGER,16,2011-07-23 13:32:00,1.25,12565,Netherlands
503865,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-05-19 10:14:00,5.95,,Belgium
503865,85099B,JUMBO BAG RED RETROSPOT,2,2011-09-28 16:13:00,5.95,18012,Portugal
503865,TEST001,TEST PRODUCT,12,2010-04-15 10:43:00,0.85,13586,United Kingdom
503866,84406B,CREAM CUPID HEARTS COAT HANGER,2,2010-06-15 20:50:00,2.1,17084,Switzerland
503866,47566,PARTY BUNTING,9,2011-07-10 11:41:00,8.5,16300,Germany
503866,71053,WHITE METAL LANTERN,4,2011-04-20 10:49:00,1.25,,Belgium
503867,84029E,RED WOOLLY HOTTIE WHITE HEART.,17,2010-10-18 11:28:00,1.25,17071,France
503867,22423,REGENCY CAKESTAND 3 TIER,1,2011-10-15 19:49:00,5.95,13391,Germany
503867,84029E,RED WOOLLY HOTTIE WHITE HEART.,9,2010-03-09 16:09:00,5.95,17049,Spain
503868,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2011-01-22 09:43:00,24.5,17573,Germany
503868,84029E,RED WOOLLY HOTTIE WHITE HEART.,17,2011-08-18 22:35:00,24.5,,Spain
503868,DOT,DOTCOM POSTAGE,13,2010-07-16 11:05:00,39.9,18160,Switzerland
503869,85099B,JUMBO BAG RED RETROSPOT,4,2010-01-04 14:06:00,12.75,15888,Australia
503869,71053,WHITE METAL LANTERN,4,2010-05-21 09:19:00,3.75,13361,Netherlands
503869,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2010-03-04 13:15:00,5.95,17515,Germany
503870,85099B,JUMBO BAG RED RETROSPOT,13,2010-05-21 22:13:00,2.1,,Australia
503870,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2011-11-10 19:46:00,1.25,16466,Netherlands
503870,85099B,JUMBO BAG RED RETROSPOT,8,2010-07-09 18:25:00,12.75,12710,France
503871,84406B,CREAM CUPID HEARTS COAT HANGER,4,2010-03-20 16:21:00,8.5,12951,Sweden
503871,47566,PARTY BUNTING,18,2011-06-04 15:21:00,39.9,16969,Australia
C503871,22720,SET OF 3 CAKE TINS PANTRY DESIGN,14,2010-08-01 22:02:00,8.5,,Spain
503872,22720,SET OF 3 CAKE TINS PANTRY DESIGN,14,2010-01-16 18:42:00,8.5,16927,Germany
503872,22720,SET OF 3 CAKE TINS PANTRY DESIGN,16,2011-10-08 22:42:00,18.9,17046,Belgium
503872,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2011-02-16 10:31:00,1.25,18030,France
503873,84029E,RED WOOLLY HOTTIE WHITE HEART.,10,2011-04-12 21:20:00,1.25,14019,Spain
503873,POST,POSTAGE,10,2011-04-28 21:23:00,24.5,,France
503873,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-05-15 19:13:00,18.9,17955,Spain
503874,85099B,JUMBO BAG RED RETROSPOT,16,2010-11-10 15:59:00,0.0,15475,Belgium
503874,22720,SET OF 3 CAKE TINS PANTRY DESIGN,13,2010-03-03 13:19:00,8.5,17123,Netherlands
503874,POST,POSTAGE,1,2011-02-16 20:46:00,1.25,13339,Netherlands
503875,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2010-09-03 20:03:00,0.85,,Sweden
503875,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2011-02-01 10:29:00,8.5,13375,Portugal
503875,71053,WHITE METAL LANTERN,7,2010-07-27 14:11:00,8.5,13067,Belgium
503876,POST,POSTAGE,17,2011-02-11 10:38:00,2.1,14892,Switzerland
503876,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2011-06-21 11:15:00,0.85,12797,Netherlands
503876,TEST001,TEST PRODUCT,15,2010-09-15 16:38:00,12.75,,Switzerland
503877,M,MANUAL,9,2010-10-03 10:54:00,8.5,16371,Germany
503877,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2011-07-21 23:00:00,1.25,18177,Sweden
503877,M,MANUAL,3,2011-02-26 19:45:00,3.75,13934,Sweden
503878,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2010-04-20 20:50:00,24.5,18208,Germany
503878,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2011-10-31 15:33:00,2.1,,Portugal
503878,22423,regency cakestand 3 tier,10,2010-08-20 17:51:00,39.9,14516,Belgium
503879,84406B,CREAM CUPID HEARTS COAT HANGER,14,2011-08-22 10:50:00,12.75,14459,Portugal
503879,84406B,CREAM CUPID HEARTS COAT HANGER,14,2011-04-22 08:32:00,1.25,16342,Sweden
503879,22423,REGENCY CAKESTAND 3 TIER,-12,2011-02-16 14:45:00,1.25,14568,Portugal
503880,84029E,RED WOOLLY HOTTIE WHITE HEART.,17,2011-11-04 13:55:00,24.5,,Switzerland
503880,TEST001,TEST PRODUCT,13,2011-09-30 18:34:00,3.75,15409,Australia
503880,22423,REGENCY CAKESTAND 3 TIER,11,2010-10-18 19:06:00,8.5,13600,Germany
503881,22423,REGENCY CAKESTAND 3 TIER,16,2011-03-17 18:43:00,1.25,14966,Belgium
503881,M,MANUAL,18,2011-06-13 15:21:00,5.95,14758,Belgium
503881,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2010-03-18 18:45:00,2.1,,United Kingdom
503882,22423,REGENCY CAKESTAND 3 TIER,12,2011-05-15 16:40:00,5.95,16144,France
503882,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2011-09-29 14:16:00,12.75,16266,Switzerland
503882,85099B,JUMBO BAG RED RETROSPOT,6,2010-10-03 10:23:00,1.25,17627,United Kingdom
503883,M,MANUAL,16,2011-04-25 09:34:00,18.9,15496,Australia
503883,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2011-08-03 12:27:00,24.5,,Switzerland
503883,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2011-11-19 08:53:00,8.5,13083,Germany
503884,85099B,JUMBO BAG RED RETROSPOT,9,2011-09-06 14:12:00,0.85,12801,Sweden
503884,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2010-05-12 09:54:00,3.75,12649,Portugal
503884,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2010-03-12 14:18:00,2.1,13867,Germany
503885,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-11-19 20:11:00,39.9,,Switzerland
503885,71053,WHITE METAL LANTERN,12,2010-03-05 17:02:00,8.5,14640,Germany
503885,22423,REGENCY CAKESTAND 3 TIER,2,2010-01-12 13:24:00,39.9,12932,Portugal
503886,DOT,DOTCOM POSTAGE,15,2011-05-15 10:03:00,0.85,17936,Sweden
503886,DOT,DOTCOM POSTAGE,3,2010-02-26 17:42:00,5.95,13865,Switzerland
503886,POST,POSTAGE,3,2011-11-21 11:28:00,3.75,,Australia
503887,71053,WHITE METAL LANTERN,5,2011-04-04 19:37:00,24.5,15663,Sweden
503887,POST,POSTAGE,4,2010-01-12 18:58:00,2.1,17041,Netherlands
503887,22423,REGENCY CAKESTAND 3 TIER,8,2010-06-24 21:54:00,3.75,13315,Spain
503888,M,MANUAL,4,2010-12-30 17:04:00,3.75,14485,Netherlands
503888,M,MANUAL,7,2010-06-09 14:49:00,18.9,,Portugal
503888,84406B,CREAM CUPID HEARTS COAT HANGER,4,2010-03-06 10:30:00,39.9,14599,Sweden
503889,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-04-13 14:01:00,24.5,12682,Germany
503889,POST,POSTAGE,14,2011-11-22 09:50:00,1.25,12560,United Kingdom
503889,84029E,RED WOOLLY HOTTIE WHITE HEART.,12,2010-02-04 13:15:00,0.85,15581,Australia
503890,DOT,DOTCOM POSTAGE,6,2011-02-17 16:59:00,3.75,,Germany
503890,85099B,JUMBO BAG RED RETROSPOT,1,2011-07-05 09:58:00,3.75,18006,United Kingdom
503890,POST,POSTAGE,11,2011-04-13 13:12:00,8.5,15786,Sweden
503891,22423,REGENCY CAKESTAND 3 TIER,4,2010-11-22 21:20:00,0.85,17826,Portugal
503891,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2010-03-10 18:23:00,1.25,12451,United Kingdom
503891,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2011-11-13 19:47:00,5.95,,United Kingdom
503892,47566,PARTY BUNTING,18,2010-02-10 10:30:00,18.9,17683,Belgium
503892,22423,REGENCY CAKESTAND 3 TIER,8,2011-11-25 10:07:00,12.75,13901,Germany
503892,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2011-10-04 14:11:00,18.9,13574,Australia
503893,22423,REGENCY CAKESTAND 3 TIER,2,2010-07-23 20:20:00,1.25,13549,France
503893,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2010-09-24 12:49:00,18.9,,United Kingdom
503893,84029E,RED WOOLLY HOTTIE WHITE HEART.,16,2010-10-28 19:03:00,0.85,17705,Sweden
503894,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-06-12 12:06:00,1.25,12888,Belgium
503894,71053,WHITE METAL LANTERN,2,2011-01-16 15:50:00,12.75,15183,France
503894,85099B,JUMBO BAG RED RETROSPOT,10,2011-10-08 20:33:00,3.75,15440, portugal 
503895,85099B,JUMBO BAG RED RETROSPOT,14,2011-06-09 15:55:00,5.95,,Portugal
503895,22423,REGENCY CAKESTAND 3 TIER,7,2011-01-27 16:06:00,0.85,16728,Australia
503895,TEST001,TEST PRODUCT,14,2010-06-04 21:44:00,39.9,16208,Germany
503896,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2010-07-16 16:50:00,2.1,15735,Germany
503896,84406B,CREAM CUPID HEARTS COAT HANGER,8,2010-04-08 19:07:00,39.9,15328,Netherlands
503896,TEST001,TEST PRODUCT,1,2011-05-18 09:42:00,12.75,,Portugal
503897,47566,PARTY BUNTING,6,2011-08-11 20:26:00,39.9,15324,Portugal
503897,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2011-04-24 22:37:00,2.1,15709,Belgium
503897,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2011-04-09 14:47:00,1.25,18133,United Kingdom
503898,85099B,JUMBO BAG RED RETROSPOT,18,2010-06-25 12:22:00,1.25,12401,Sweden
503898,22423,REGENCY CAKESTAND 3 TIER,13,2011-01-12 09:47:00,12.75,,Spain
503898,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2010-11-10 16:27:00,18.9,17819,Australia
503899,47566,PARTY BUNTING,10,2010-05-21 12:39:00,1.25,17475,Portugal
503899,TEST001,TEST PRODUCT,17,2011-07-16 15:12:00,8.5,17918,France
503899,POST,POSTAGE,2,2010-11-21 11:44:00,8.5,15458,France
503900,TEST001,TEST PRODUCT,18,2011-08-14 11:11:00,1.25,,Sweden
503900,71053,WHITE METAL LANTERN,6,2010-05-05 13:43:00,12.75,17563,Spain
503900,M,MANUAL,4,2010-11-11 21:57:00,8.5,12561,United Kingdom
503901,84029E,RED WOOLLY HOTTIE WHITE HEART.,16,2010-05-28 15:06:00,5.95,17325,France
503901,22720,SET OF 3 CAKE TINS PANTRY DESIGN,5,2010-10-26 21:07:00,18.9,12501,Germany
503901,M,MANUAL,6,2011-08-22 21:45:00,3.75,,United Kingdom
503902,85099B,JUMBO BAG RED RETROSPOT,9,2011-11-23 22:39:00,8.5,16814,Australia
503902,22423,REGENCY CAKESTAND 3 TIER,11,2010-06-09 08:03:00,18.9,17366,Belgium
503902,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,2010-09-17 14:18:00,3.75,17144,Switzerland
503903,M,MANUAL,12,2011-08-06 12:44:00,18.9,17015,Spain
503903,DOT,DOTCOM POSTAGE,3,2011-07-03 11:28:00,39.9,,United Kingdom
503903,POST,POSTAGE,17,2011-08-08 19:31:00,2.1,15986,Sweden
503904,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2010-12-12 17:12:00,1.25,13357,Germany
503904,71053,WHITE METAL LANTERN,16,2011-05-30 19:47:00,8.5,17466,Belgium
503904,47566,PARTY BUNTING,8,2011-08-23 15:03:00,18.9,15376,Spain
503905,TEST001,TEST PRODUCT,18,2011-11-28 11:10:00,8.5,,Portugal
C503905,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2010-11-23 12:10:00,2.1,12926,Spain
503905,DOT,DOTCOM POSTAGE,14,2011-10-25 22:05:00,5.95,13881,Spain
503906,85099B,JUMBO BAG RED RETROSPOT,11,2011-11-12 17:06:00,5.95,13760,Australia
503906,DOT,DOTCOM POSTAGE,12,2010-02-16 09:08:00,2.1,17074,Germany
503906,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2011-09-13 15:17:00,2.1,,United Kingdom
503907,71053,WHITE METAL LANTERN,18,2010-07-25 20:37:00,39.9,14988,France
503907,47566,PARTY BUNTING,18,2010-02-07 18:36:00,0.85,16529,Australia
503907,84029E,RED WOOLLY HOTTIE WHITE HEART.,7,2010-07-20 16:44:00,39.9,13875,France
503908,POST,POSTAGE,4,2011-08-14 13:18:00,2.1,16215,Netherlands
503908,71053,WHITE METAL LANTERN,8,2011-01-27 14:38:00,2.1,,Switzerland
503908,POST,POSTAGE,1,2011-08-23 18:28:00,2.1,16730,Sweden
503909,84879,ASSORTED COLOUR BIRD ORNAMENT,17,21/04/2011 14:29,2.1,12360,Belgium
503909,22423,REGENCY CAKESTAND 3 TIER,15,2010-03-01 09:21:00,8.5,13613,Sweden
503909,47566,PARTY BUNTING,17,2011-09-25 08:41:00,0.85,17353,Belgium
503910,47566,PARTY BUNTING,13,2010-06-23 12:52:00,2.1,,Sweden
503910,47566,PARTY BUNTING,9,2011-10-12 20:40:00,1.25,16729,France
503910,DOT,DOTCOM POSTAGE,15,2011-05-05 08:17:00,5.95,16226,Germany
503911,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-08-31 19:03:00,0.85,14630,Australia
503911,22423,REGENCY CAKESTAND 3 TIER,17,2010-06-11 20:44:00,0.85,14229,Belgium
503911,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2011-05-27 13:59:00,12.75,,United Kingdom
503912,22423,REGENCY CAKESTAND 3 TIER,5,2010-06-05 10:21:00,2.1,12640,United Kingdom
503912,71053,WHITE METAL LANTERN,5,2010-01-20 12:46:00,24.5,17763,Netherlands
503912,M,MANUAL,5,2010-05-30 22:53:00,39.9,12944,Sweden
503913,84029E,RED WOOLLY HOTTIE WHITE HEART.,10,2010-11-24 17:41:00,8.5,14099,Sweden
503913,47566,PARTY BUNTING,9,2011-03-25 09:30:00,0.85,,Sweden
503913,POST,POSTAGE,15,2010-05-03 20:21:00,8.5,13545,Netherlands
503914,47566,PARTY BUNTING,6,2010-02-25 14:34:00,39.9,13998,Belgium
503914,DOT,DOTCOM POSTAGE,5,2010-05-02 09:43:00,8.5,16285,Spain
503914,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2010-08-06 19:39:00,12.75,14290,Belgium
503915,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2010-08-09 20:03:00,12.75,,France
503915,22423,REGENCY CAKESTAND 3 TIER,17,2010-04-06 08:40:00,2.1,15032,Germany
503915,47566,PARTY BUNTING,12,2011-11-18 21:07:00,24.5,14522,Netherlands
503916,85099B,JUMBO BAG RED RETROSPOT,10,2011-04-22 12:05:00,0.85,13740,Germany
503916,85099B,JUMBO BAG RED RETROSPOT,7,2010-11-07 10:40:00,1.25,14027,Sweden
503916,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2011-04-30 09:55:00,5.95,,Belgium
503917,84406B,CREAM CUPID HEARTS COAT HANGER,12,2010-07-29 11:07:00,12.75,17103,Switzerland
503917,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2010-05-16 19:10:00,12.75,16223,Netherlands
503917,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-08-28 18:57:00,18.9,16429,Belgium
503918,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2010-09-07 09:54:00,2.1,14450,France
503918,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2011-06-05 13:40:00,3.75,,Portugal
503918,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2010-10-18 21:13:00,5.95,13461,Portugal
503919,85099B,JUMBO BAG RED RETROSPOT,15,2011-11-11 08:38:00,2.1,12705,Switzerland
503919,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,2010-11-07 10:50:00,2.1,16236,Australia
503919,TEST001,TEST PRODUCT,11,2010-01-10 15:49:00,5.95,13311,Portugal
503920,POST,POSTAGE,13,2011-04-25 15:11:00,8.5,,France
503920,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2010-02-13 22:59:00,24.5,17238,Belgium
503920,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2011-09-15 14:58:00,39.9,13544,United Kingdom
503921,POST,POSTAGE,15,2010-06-06 13:27:00,39.9,14656,United Kingdom
503921,22423,REGENCY CAKESTAND 3 TIER,10,2011-08-26 10:44:00,-1.0,14266,Sweden
503921,22720,SET OF 3 CAKE TINS PANTRY DESIGN,8,2011-08-21 21:50:00,39.9,,Australia
503922,85099B,JUMBO BAG RED RETROSPOT,13,2011-09-17 21:29:00,24.5,18226,Netherlands
503922,22423,REGENCY CAKESTAND 3 TIER,3,2011-11-01 20:25:00,24.5,15277,Belgium
503922,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2010-03-25 08:11:00,1.25,14100,France
503923,84029E,RED WOOLLY HOTTIE WHITE HEART.,18,2010-10-06 08:46:00,12.75,16790,Portugal
503923,85099B,JUMBO BAG RED RETROSPOT,16,2010-04-04 20:37:00,0.85,,Sweden
503923,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2011-04-28 10:22:00,0.0,14805,Netherlands
503924,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2010-01-14 14:17:00,0.85,15538,Belgium
503924,84029E,RED WOOLLY HOTTIE WHITE HEART.,16,2010-04-03 17:51:00,3.75,17798,France
503924,DOT,DOTCOM POSTAGE,7,2010-01-28 15:03:00,39.9,15949,Netherlands
503925,71053,WHITE METAL LANTERN,2,2010-04-13 20:42:00,1.25,,Switzerland
503925,M,MANUAL,6,2011-11-14 11:35:00,3.75,17343,Netherlands
503925,TEST001,TEST PRODUCT,2,2010-12-28 21:49:00,39.9,16742,Germany
503926,71053,WHITE METAL LANTERN,3,2010-09-19 14:57:00,3.75,18061,Australia
503926,22720,SET OF 3 CAKE TINS PANTRY DESIGN,15,2010-06-16 13:10:00,3.75,12464,Sweden
503926,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-04-19 08:48:00,39.9,,Portugal
503927,22720,SET OF 3 CAKE TINS PANTRY DESIGN,15,2010-11-21 17:16:00,3.75,17337,Spain
503927,85099B,JUMBO BAG RED RETROSPOT,17,2011-03-14 13:49:00,39.9,15342,Sweden
503927,71053,WHITE METAL LANTERN,12,2011-09-29 10:55:00,24.5,17186,United Kingdom
503928,84406B,CREAM CUPID HEARTS COAT HANGER,9,2011-10-24 12:34:00,39.9,16029,Belgium
503928,DOT,DOTCOM POSTAGE,8,2010-04-02 22:41:00,2.1,,France
503928,85099B,JUMBO BAG RED RETROSPOT,11,2011-01-15 08:37:00,2.1,17709,Netherlands
503929,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2010-11-04 22:55:00,5.95,13293,Belgium
503929,22423,REGENCY CAKESTAND 3 TIER,12,2010-03-04 14:39:00,8.5,12803,Netherlands
