InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
503865,85099B,JUMBO BAG RED RETROSPOT,2,2011-09-28 16:13:00,5.95,18012,Portugal,11.9
503865,TEST001,TEST PRODUCT,12,2010-04-15 10:43:00,0.85,13586,United Kingdom,10.2
503866,84406B,CREAM CUPID HEARTS COAT HANGER,2,2010-06-15 20:50:00,2.1,17084,Switzerland,4.2
503866,47566,PARTY BUNTING,9,2011-07-10 11:41:00,8.5,16300,Germany,76.5
503867,84029E,RED WOOLLY HOTTIE WHITE HEART.,17,2010-10-18 11:28:00,1.25,17071,France,21.25
503867,22423,REGENCY CAKESTAND 3 TIER,1,2011-10-15 19:49:00,5.95,13391,Germany,5.95
503867,84029E,RED WOOLLY HOTTIE WHITE HEART.,9,2010-03-09 16:09:00,5.95,17049,Spain,53.55
503868,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2011-01-22 09:43:00,24.5,17573,Germany,49.0
503868,DOT,DOTCOM POSTAGE,13,2010-07-16 11:05:00,39.9,18160,Switzerland,518.7
503869,85099B,JUMBO BAG RED RETROSPOT,4,2010-01-04 14:06:00,12.75,15888,Australia,51.0
503869,71053,WHITE METAL LANTERN,4,2010-05-21 09:19:00,3.75,13361,Netherlands,15.0
503869,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2010-03-04 13:15:00,5.95,17515,Germany,11.9
503870,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2011-11-10 19:46:00,1.25,16466,Netherlands,15.0
503870,85099B,JUMBO BAG RED RETROSPOT,8,2010-07-09 18:25:00,12.75,12710,France,102.0
503871,84406B,CREAM CUPID HEARTS COAT HANGER,4,2010-03-20 16:21:00,8.5,12951,Sweden,34.0
503871,47566,PARTY BUNTING,18,2011-06-04 15:21:00,39.9,16969,Australia,718.2
503872,22720,SET OF 3 CAKE TINS PANTRY DESIGN,14,2010-01-16 18:42:00,8.5,16927,Germany,119.0
503872,22720,SET OF 3 CAKE TINS PANTRY DESIGN,16,2011-10-08 22:42:00,18.9,17046,Belgium,302.4
503872,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2011-02-16 10:31:00,1.25,18030,France,16.25
503873,84029E,RED WOOLLY HOTTIE WHITE HEART.,10,2011-04-12 21:20:00,1.25,14019,Spain,12.5
503873,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-05-15 19:13:00,18.9,17955,Spain,207.9
503874,22720,SET OF 3 CAKE TINS PANTRY DESIGN,13,2010-03-03 13:19:00,8.5,17123,Netherlands,110.5
503874,POST,POSTAGE,1,2011-02-16 20:46:00,1.25,13339,Netherlands,1.25
503875,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2011-02-01 10:29:00,8.5,13375,Portugal,144.5
503875,71053,WHITE METAL LANTERN,7,2010-07-27 14:11:00,8.5,13067,Belgium,59.5
503876,POST,POSTAGE,17,2011-02-11 10:38:00,2.1,14892,Switzerland,35.7
503876,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2011-06-21 11:15:00,0.85,12797,Netherlands,15.3
503877,M,MANUAL,9,2010-10-03 10:54:00,8.5,16371,Germany,76.5
503877,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2011-07-21 23:00:00,1.25,18177,Sweden,13.75
503877,M,MANUAL,3,2011-02-26 19:45:00,3.75,13934,Sweden,11.25
503878,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2010-04-20 20:50:00,24.5,18208,Germany,318.5
503878,22423,REGENCY CAKESTAND 3 TIER,10,2010-08-20 17:51:00,39.9,14516,Belgium,399.0
503879,84406B,CREAM CUPID HEARTS COAT HANGER,14,2011-08-22 10:50:00,12.75,14459,Portugal,178.5
503879,84406B,CREAM CUPID HEARTS COAT HANGER,14,2011-04-22 08:32:00,1.25,16342,Sweden,17.5
503880,TEST001,TEST PRODUCT,13,2011-09-30 18:34:00,3.75,15409,Australia,48.75
503880,22423,REGENCY CAKESTAND 3 TIER,11,2010-10-18 19:06:00,8.5,13600,Germany,93.5
503881,22423,REGENCY CAKESTAND 3 TIER,16,2011-03-17 18:43:00,1.25,14966,Belgium,20.0
503881,M,MANUAL,18,2011-06-13 15:21:00,5.95,14758,Belgium,107.1
503882,22423,REGENCY CAKESTAND 3 TIER,12,2011-05-15 16:40:00,5.95,16144,France,71.4
503882,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2011-09-29 14:16:00,12.75,16266,Switzerland,178.5
503882,85099B,JUMBO BAG RED RETROSPOT,6,2010-10-03 10:23:00,1.25,17627,United Kingdom,7.5
503883,M,MANUAL,16,2011-04-25 09:34:00,18.9,15496,Australia,302.4
503883,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2011-11-19 08:53:00,8.5,13083,Germany,144.5
503884,85099B,JUMBO BAG RED RETROSPOT,9,2011-09-06 14:12:00,0.85,12801,Sweden,7.65
503884,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2010-05-12 09:54:00,3.75,12649,Portugal,41.25
503884,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2010-03-12 14:18:00,2.1,13867,Germany,14.7
503885,71053,WHITE METAL LANTERN,12,2010-03-05 17:02:00,8.5,14640,Germany,102.0
503885,22423,REGENCY CAKESTAND 3 TIER,2,2010-01-12 13:24:00,39.9,12932,Portugal,79.8
503886,DOT,DOTCOM POSTAGE,15,2011-05-15 10:03:00,0.85,17936,Sweden,12.75
503886,DOT,DOTCOM POSTAGE,3,2010-02-26 17:42:00,5.95,13865,Switzerland,17.85
503887,71053,WHITE METAL LANTERN,5,2011-04-04 19:37:00,24.5,15663,Sweden,122.5
503887,POST,POSTAGE,4,2010-01-12 18:58:00,2.1,17041,Netherlands,8.4
503887,22423,REGENCY CAKESTAND 3 TIER,8,2010-06-24 21:54:00,3.75,13315,Spain,30.0
503888,M,MANUAL,4,2010-12-30 17:04:00,3.75,14485,Netherlands,15.0
503888,84406B,CREAM CUPID HEARTS COAT HANGER,4,2010-03-06 10:30:00,39.9,14599,Sweden,159.6
503889,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-04-13 14:01:00,24.5,12682,Germany,122.5
503889,POST,POSTAGE,14,2011-11-22 09:50:00,1.25,12560,United Kingdom,17.5
503889,84029E,RED WOOLLY HOTTIE WHITE HEART.,12,2010-02-04 13:15:00,0.85,15581,Australia,10.2
503890,85099B,JUMBO BAG RED RETROSPOT,1,2011-07-05 09:58:00,3.75,18006,United Kingdom,3.75
503890,POST,POSTAGE,11,2011-04-13 13:12:00,8.5,15786,Sweden,93.5
503891,22423,REGENCY CAKESTAND 3 TIER,4,2010-11-22 21:20:00,0.85,17826,Portugal,3.4
503891,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2010-03-10 18:23:00,1.25,12451,United Kingdom,1.25
503892,47566,PARTY BUNTING,18,2010-02-10 10:30:00,18.9,17683,Belgium,340.2
503892,22423,REGENCY CAKESTAND 3 TIER,8,2011-11-25 10:07:00,12.75,13901,Germany,102.0
503892,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2011-10-04 14:11:00,18.9,13574,Australia,189.0
503893,22423,REGENCY CAKESTAND 3 TIER,2,2010-07-23 20:20:00,1.25,13549,France,2.5
503893,84029E,RED WOOLLY HOTTIE WHITE HEART.,16,2010-10-28 19:03:00,0.85,17705,Sweden,13.6
503894,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-06-12 12:06:00,1.25,12888,Belgium,3.75
503894,71053,WHITE METAL LANTERN,2,2011-01-16 15:50:00,12.75,15183,France,25.5
503894,85099B,JUMBO BAG RED RETROSPOT,10,2011-10-08 20:33:00,3.75,15440,Portugal,37.5
503895,22423,REGENCY CAKESTAND 3 TIER,7,2011-01-27 16:06:00,0.85,16728,Australia,5.95
503895,TEST001,TEST PRODUCT,14,2010-06-04 21:44:00,39.9,16208,Germany,558.6
503896,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2010-07-16 16:50:00,2.1,15735,Germany,2.1
503896,84406B,CREAM CUPID HEARTS COAT HANGER,8,2010-04-08 19:07:00,39.9,15328,Netherlands,319.2
503897,47566,PARTY BUNTING,6,2011-08-11 20:26:00,39.9,15324,Portugal,239.4
503897,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2011-04-24 22:37:00,2.1,15709,Belgium,25.2
503897,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2011-04-09 14:47:00,1.25,18133,United Kingdom,15.0
503898,85099B,JUMBO BAG RED RETROSPOT,18,2010-06-25 12:22:00,1.25,12401,Sweden,22.5
503898,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2010-11-10 16:27:00,18.9,17819,Australia,18.9
503899,47566,PARTY BUNTING,10,2010-05-21 12:39:00,1.25,17475,Portugal,12.5
503899,TEST001,TEST PRODUCT,17,2011-07-16 15:12:00,8.5,17918,France,144.5
503899,POST,POSTAGE,2,2010-11-21 11:44:00,8.5,15458,France,17.0
503900,71053,WHITE METAL LANTERN,6,2010-05-05 13:43:00,12.75,17563,Spain,76.5
503900,M,MANUAL,4,2010-11-11 21:57:00,8.5,12561,United Kingdom,34.0
503901,84029E,RED WOOLLY HOTTIE WHITE HEART.,16,2010-05-28 15:06:00,5.95,17325,France,95.2
503901,22720,SET OF 3 CAKE TINS PANTRY DESIGN,5,2010-10-26 21:07:00,18.9,12501,Germany,94.5
503902,85099B,JUMBO BAG RED RETROSPOT,9,2011-11-23 22:39:00,8.5,16814,Australia,76.5
503902,22423,REGENCY CAKESTAND 3 TIER,11,2010-06-09 08:03:00,18.9,17366,Belgium,207.9
503902,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,2010-09-17 14:18:00,3.75,17144,Switzerland,22.5
503903,M,MANUAL,12,2011-08-06 12:44:00,18.9,17015,Spain,226.8
503903,POST,POSTAGE,17,2011-08-08 19:31:00,2.1,15986,Sweden,35.7
503904,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2010-12-12 17:12:00,1.25,13357,Germany,15.0
503904,71053,WHITE METAL LANTERN,16,2011-05-30 19:47:00,8.5,17466,Belgium,136.0
503904,47566,PARTY BUNTING,8,2011-08-23 15:03:00,18.9,15376,Spain,151.2
503905,DOT,DOTCOM POSTAGE,14,2011-10-25 22:05:00,5.95,13881,Spain,83.3
503906,85099B,JUMBO BAG RED RETROSPOT,11,2011-11-12 17:06:00,5.95,13760,Australia,65.45
503906,DOT,DOTCOM POSTAGE,12,2010-02-16 09:08:00,2.1,17074,Germany,25.2
503907,71053,WHITE METAL LANTERN,18,2010-07-25 20:37:00,39.9,14988,France,718.2
503907,47566,PARTY BUNTING,18,2010-02-07 18:36:00,0.85,16529,Australia,15.3
503907,84029E,RED WOOLLY HOTTIE WHITE HEART.,7,2010-07-20 16:44:00,39.9,13875,France,279.3
503908,POST,POSTAGE,4,2011-08-14 13:18:00,2.1,16215,Netherlands,8.4
503908,POST,POSTAGE,1,2011-08-23 18:28:00,2.1,16730,Sweden,2.1
503909,84879,ASSORTED COLOUR BIRD ORNAMENT,17,2011-04-21 14:29:00,2.1,12360,Belgium,35.7
503909,22423,REGENCY CAKESTAND 3 TIER,15,2010-03-01 09:21:00,8.5,13613,Sweden,127.5
503909,47566,PARTY BUNTING,17,2011-09-25 08:41:00,0.85,17353,Belgium,14.45
503910,47566,PARTY BUNTING,9,2011-10-12 20:40:00,1.25,16729,France,11.25
503910,DOT,DOTCOM POSTAGE,15,2011-05-05 08:17:00,5.95,16226,Germany,89.25
503911,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-08-31 19:03:00,0.85,14630,Australia,5.1
503911,22423,REGENCY CAKESTAND 3 TIER,17,2010-06-11 20:44:00,0.85,14229,Belgium,14.45
503912,22423,REGENCY CAKESTAND 3 TIER,5,2010-06-05 10:21:00,2.1,12640,United Kingdom,10.5
503912,71053,WHITE METAL LANTERN,5,2010-01-20 12:46:00,24.5,17763,Netherlands,122.5
503912,M,MANUAL,5,2010-05-30 22:53:00,39.9,12944,Sweden,199.5
503913,84029E,RED WOOLLY HOTTIE WHITE HEART.,10,2010-11-24 17:41:00,8.5,14099,Sweden,85.0
503913,POST,POSTAGE,15,2010-05-03 20:21:00,8.5,13545,Netherlands,127.5
503914,47566,PARTY BUNTING,6,2010-02-25 14:34:00,39.9,13998,Belgium,239.4
503914,DOT,DOTCOM POSTAGE,5,2010-05-02 09:43:00,8.5,16285,Spain,42.5
503914,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2010-08-06 19:39:00,12.75,14290,Belgium,127.5
503915,22423,REGENCY CAKESTAND 3 TIER,17,2010-04-06 08:40:00,2.1,15032,Germany,35.7
503915,47566,PARTY BUNTING,12,2011-11-18 21:07:00,24.5,14522,Netherlands,294.0
503916,85099B,JUMBO BAG RED RETROSPOT,10,2011-04-22 12:05:00,0.85,13740,Germany,8.5
503916,85099B,JUMBO BAG RED RETROSPOT,7,2010-11-07 10:40:00,1.25,14027,Sweden,8.75
503917,84406B,CREAM CUPID HEARTS COAT HANGER,12,2010-07-29 11:07:00,12.75,17103,Switzerland,153.0
503917,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-08-28 18:57:00,18.9,16429,Belgium,151.2
503918,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2010-09-07 09:54:00,2.1,14450,France,14.7
503918,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2010-10-18 21:13:00,5.95,13461,Portugal,23.8
503919,85099B,JUMBO BAG RED RETROSPOT,15,2011-11-11 08:38:00,2.1,12705,Switzerland,31.5
503919,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,2010-11-07 10:50:00,2.1,16236,Australia,31.5
503919,TEST001,TEST PRODUCT,11,2010-01-10 15:49:00,5.95,13311,Portugal,65.45
503920,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2010-02-13 22:59:00,24.5,17238,Belgium,196.0
503920,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2011-09-15 14:58:00,39.9,13544,United Kingdom,399.0
503921,POST,POSTAGE,15,2010-06-06 13:27:00,39.9,14656,United Kingdom,598.5
503922,85099B,JUMBO BAG RED RETROSPOT,13,2011-09-17 21:29:00,24.5,18226,Netherlands,318.5
503922,22423,REGENCY CAKESTAND 3 TIER,3,2011-11-01 20:25:00,24.5,15277,Belgium,73.5
503922,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2010-03-25 08:11:00,1.25,14100,France,1.25
503923,84029E,RED WOOLLY HOTTIE WHITE HEART.,18,2010-10-06 08:46:00,12.75,16790,Portugal,229.5
503924,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2010-01-14 14:17:00,0.85,15538,Belgium,1.7
503924,84029E,RED WOOLLY HOTTIE WHITE HEART.,16,2010-04-03 17:51:00,3.75,17798,France,60.0
503924,DOT,DOTCOM POSTAGE,7,2010-01-28 15:03:00,39.9,15949,Netherlands,279.3
503925,M,MANUAL,6,2011-11-14 11:35:00,3.75,17343,Netherlands,22.5
503925,TEST001,TEST PRODUCT,2,2010-12-28 21:49:00,39.9,16742,Germany,79.8
503926,71053,WHITE METAL LANTERN,3,2010-09-19 14:57:00,3.75,18061,Australia,11.25
503926,22720,SET OF 3 CAKE TINS PANTRY DESIGN,15,2010-06-16 13:10:00,3.75,12464,Sweden,56.25
503927,22720,SET OF 3 CAKE TINS PANTRY DESIGN,15,2010-11-21 17:16:00,3.75,17337,Spain,56.25
503927,85099B,JUMBO BAG RED RETROSPOT,17,2011-03-14 13:49:00,39.9,15342,Sweden,678.3
503927,71053,WHITE METAL LANTERN,12,2011-09-29 10:55:00,24.5,17186,United Kingdom,294.0
503928,84406B,CREAM CUPID HEARTS COAT HANGER,9,2011-10-24 12:34:00,39.9,16029,Belgium,359.1
503928,85099B,JUMBO BAG RED RETROSPOT,11,2011-01-15 08:37:00,2.1,17709,Netherlands,23.1
503929,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2010-11-04 22:55:00,5.95,13293,Belgium,65.45
503929,22423,REGENCY CAKESTAND 3 TIER,12,2010-03-04 14:39:00,8.5,12803,Netherlands,102.0
503929,47566,PARTY BUNTING,10,2010-07-24 21:06:00,5.95,12507,Portugal,59.5
503930,M,MANUAL,12,2010-06-24 09:20:00,24.5,13346,Germany,294.0
503930,POST,POSTAGE,17,2011-08-19 12:45:00,8.5,16014,Netherlands,144.5
503931,47566,PARTY BUNTING,3,2010-08-25 22:11:00,3.75,15188,Sweden,11.25
503931,84879,ASSORTED COLOUR BIRD ORNAMENT,14,2011-08-02 12:30:00,12.75,18058,Sweden,178.5
503932,84406B,CREAM CUPID HEARTS COAT HANGER,4,2010-07-29 12:27:00,18.9,16749,Germany,75.6
503932,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2010-01-01 19:59:00,18.9,15766,Netherlands,18.9
503932,DOT,DOTCOM POSTAGE,10,2010-03-06 12:26:00,3.75,14560,Sweden,37.5
503933,84879,ASSORTED COLOUR BIRD ORNAMENT,17,2011-03-04 17:47:00,39.9,14394,France,678.3
503933,47566,PARTY BUNTING,5,2011-05-21 11:29:00,12.75,13364,Sweden,63.75
503934,84879,ASSORTED COLOUR BIRD ORNAMENT,15,2010-01-28 20:09:00,2.1,15106,Belgium,31.5
503934,84029E,RED WOOLLY HOTTIE WHITE HEART.,5,2010-02-06 18:19:00,0.85,14750,France,4.25
503934,M,MANUAL,6,2011-06-05 11:25:00,8.5,12680,United Kingdom,51.0
503935,M,MANUAL,6,2010-11-21 14:39:00,3.75,14069,Sweden,22.5
503935,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2010-09-14 22:12:00,12.75,13789,Germany,229.5
503936,22720,SET OF 3 CAKE TINS PANTRY DESIGN,14,2011-05-16 16:13:00,24.5,17256,Belgium,343.0
503936,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2010-07-03 19:10:00,24.5,16640,Spain,98.0
503937,71053,WHITE METAL LANTERN,11,2010-12-13 13:30:00,0.85,17857,Spain,9.35
503937,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2010-06-04 22:26:00,3.75,17239,Australia,15.0
503937,22720,SET OF 3 CAKE TINS PANTRY DESIGN,18,2010-06-09 17:07:00,18.9,13003,United Kingdom,340.2
503938,TEST001,TEST PRODUCT,16,2010-05-16 22:36:00,0.85,14289,Netherlands,13.6
503938,84406B,CREAM CUPID HEARTS COAT HANGER,4,2010-09-28 11:14:00,0.85,13757,Switzerland,3.4
503939,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2010-06-28 11:29:00,24.5,14743,Switzerland,245.0
503939,POST,POSTAGE,7,2011-08-29 09:15:00,24.5,12351,Netherlands,171.5
503940,TEST001,TEST PRODUCT,1,2010-07-13 08:31:00,1.25,13759,Spain,1.25
503940,22423,REGENCY CAKESTAND 3 TIER,13,2011-01-18 12:22:00,8.5,14703,Australia,110.5
503941,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2010-01-05 08:47:00,12.75,12648,Australia,12.75
503941,84406B,CREAM CUPID HEARTS COAT HANGER,7,2010-03-23 11:50:00,1.25,13201,Australia,8.75
503942,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2011-09-06 13:13:00,5.95,16499,France,65.45
503942,M,MANUAL,7,2010-07-29 10:36:00,0.85,13029,Germany,5.95
503942,71053,WHITE METAL LANTERN,9,2010-06-19 20:31:00,39.9,16451,Belgium,359.1
503943,85099B,JUMBO BAG RED RETROSPOT,3,2011-06-23 22:29:00,18.9,17817,Germany,56.7
503943,22423,REGENCY CAKESTAND 3 TIER,8,2011-07-31 08:37:00,5.95,16391,United Kingdom,47.6
503944,71053,WHITE METAL LANTERN,9,2010-11-23 21:14:00,3.75,16431,United Kingdom,33.75
503944,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-01-09 10:39:00,1.25,12751,Belgium,2.5
503944,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2011-04-04 11:47:00,5.95,17709,Portugal,53.55
503945,84406B,CREAM CUPID HEARTS COAT HANGER,11,2011-08-12 15:30:00,24.5,17413,Switzerland,269.5
503945,84406B,CREAM CUPID HEARTS COAT HANGER,4,2010-04-28 13:09:00,2.1,16031,Australia,8.4
503946,71053,WHITE METAL LANTERN,13,2010-11-25 16:08:00,24.5,15089,Switzerland,318.5
503946,22720,SET OF 3 CAKE TINS PANTRY DESIGN,9,2011-07-18 08:10:00,2.1,17149,France,18.9
503947,DOT,DOTCOM POSTAGE,8,2010-05-09 11:35:00,0.85,16023,Portugal,6.8
503947,85099B,JUMBO BAG RED RETROSPOT,13,2010-08-31 20:50:00,18.9,17361,Switzerland,245.7
503947,47566,PARTY BUNTING,1,2011-11-15 22:19:00,18.9,14315,Australia,18.9
503948,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2010-06-26 21:20:00,0.85,17481,Switzerland,3.4
503948,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2010-10-26 12:52:00,3.75,16976,Switzerland,33.75
503949,TEST001,TEST PRODUCT,12,2011-08-23 10:21:00,5.95,14839,Germany,71.4
503949,22720,SET OF 3 CAKE TINS PANTRY DESIGN,9,2010-09-01 17:16:00,39.9,12412,Australia,359.1
503949,M,MANUAL,5,2011-03-13 13:11:00,3.75,14878,United Kingdom,18.75
503950,84879,ASSORTED COLOUR BIRD ORNAMENT,17,2010-09-02 12:23:00,3.75,13659,United Kingdom,63.75
503950,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,2010-09-23 21:01:00,1.25,13550,United Kingdom,7.5
503951,POST,POSTAGE,1,2010-07-25 15:06:00,39.9,13116,Spain,39.9
503951,22720,SET OF 3 CAKE TINS PANTRY DESIGN,9,2011-11-02 11:55:00,3.75,18194,Germany,33.75
503952,84406B,CREAM CUPID HEARTS COAT HANGER,12,2011-08-10 15:54:00,1.25,17442,Portugal,15.0
503952,DOT,DOTCOM POSTAGE,5,2010-01-10 09:25:00,12.75,15205,Netherlands,63.75
503952,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2011-05-30 18:30:00,8.5,17885,Belgium,153.0
503953,POST,POSTAGE,7,2010-04-22 19:40:00,0.85,15103,Sweden,5.95
503953,M,MANUAL,10,2011-03-30 14:11:00,12.75,14300,France,127.5
503954,M,MANUAL,18,2011-11-01 15:31:00,5.95,12578,Belgium,107.1
503954,M,MANUAL,14,2011-07-21 19:58:00,1.25,12745,France,17.5
503954,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2010-05-23 10:32:00,24.5,17841,Australia,245.0
503955,71053,WHITE METAL LANTERN,15,2011-05-09 18:47:00,8.5,13812,Sweden,127.5
503955,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,2010-08-04 20:14:00,5.95,16495,United Kingdom,35.7
503956,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2011-08-10 11:07:00,24.5,14054,Netherlands,73.5
503956,22720,SET OF 3 CAKE TINS PANTRY DESIGN,16,2011-02-25 10:48:00,18.9,15384,Portugal,302.4
503957,POST,POSTAGE,17,2011-10-31 21:57:00,2.1,16561,Belgium,35.7
503957,DOT,DOTCOM POSTAGE,14,2011-04-11 12:48:00,0.85,13000,Belgium,11.9
503957,DOT,DOTCOM POSTAGE,18,2011-10-11 19:42:00,2.1,15700,France,37.8
503958,22423,REGENCY CAKESTAND 3 TIER,10,2011-02-07 11:24:00,12.75,14839,Switzerland,127.5
503958,TEST001,TEST PRODUCT,11,2011-02-17 09:58:00,8.5,12816,Australia,93.5
503959,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2010-05-24 08:02:00,18.9,15942,Belgium,18.9
503959,DOT,DOTCOM POSTAGE,1,2010-01-24 18:15:00,5.95,16397,Spain,5.95
503959,47566,PARTY BUNTING,13,2010-01-09 19:52:00,2.1,15770,Spain,27.3
503960,TEST001,TEST PRODUCT,14,2011-08-09 13:08:00,39.9,14733,Australia,558.6
503960,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-12-26 14:40:00,12.75,17670,France,38.25
503961,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2010-02-01 17:38:00,8.5,16901,Belgium,34.0
503961,M,MANUAL,2,2010-01-06 14:06:00,39.9,16148,Germany,79.8
503962,22423,REGENCY CAKESTAND 3 TIER,10,2010-05-12 18:21:00,39.9,17573,United Kingdom,399.0
503962,85099B,JUMBO BAG RED RETROSPOT,6,2011-03-05 09:08:00,39.9,16010,Germany,239.4
503962,TEST001,TEST PRODUCT,14,2011-10-01 17:11:00,5.95,17891,Switzerland,83.3
503963,47566,PARTY BUNTING,13,2010-08-26 21:27:00,12.75,16164,Belgium,165.75
503963,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2010-06-18 22:15:00,8.5,14465,Spain,68.0
503964,22423,REGENCY CAKESTAND 3 TIER,5,2010-07-04 19:02:00,18.9,12401,Portugal,94.5
503964,84406B,CREAM CUPID HEARTS COAT HANGER,15,2011-05-22 12:35:00,24.5,16144,Belgium,367.5
503964,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-12-09 14:15:00,2.1,16847,Belgium,6.3
503965,POST,POSTAGE,13,2011-01-16 20:29:00,5.95,14692,Spain,77.35
503965,TEST001,TEST PRODUCT,4,2010-04-16 08:31:00,8.5,15072,Portugal,34.0
503966,M,MANUAL,13,2010-06-27 20:05:00,5.95,16395,United Kingdom,77.35
503966,22423,REGENCY CAKESTAND 3 TIER,12,2011-11-28 09:08:00,0.85,16467,United Kingdom,10.2
503967,22423,REGENCY CAKESTAND 3 TIER,17,2011-08-03 12:42:00,8.5,12585,United Kingdom,144.5
503967,71053,WHITE METAL LANTERN,2,2010-02-21 08:13:00,8.5,16334,Portugal,17.0
503967,POST,POSTAGE,1,2010-09-26 08:16:00,39.9,15762,Germany,39.9
503968,84029E,RED WOOLLY HOTTIE WHITE HEART.,10,2010-08-13 16:02:00,24.5,14707,Belgium,245.0
503968,DOT,DOTCOM POSTAGE,14,2010-02-19 08:34:00,18.9,13517,Portugal,264.6
503969,TEST001,TEST PRODUCT,16,2010-02-02 16:33:00,12.75,14824,Netherlands,204.0
503969,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-08-24 13:07:00,12.75,12659,Australia,25.5
503969,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-04-30 22:03:00,24.5,16017,Germany,49.0
503970,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2010-04-23 16:57:00,18.9,16819,Australia,302.4
503970,84406B,CREAM CUPID HEARTS COAT HANGER,5,2011-06-08 15:19:00,18.9,12446,Sweden,94.5
503971,DOT,DOTCOM POSTAGE,2,2010-01-10 14:19:00,5.95,15151,Switzerland,11.9
503971,TEST001,TEST PRODUCT,13,2011-06-14 15:19:00,24.5,15556,United Kingdom,318.5
503972,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2010-10-28 14:10:00,0.85,14739,France,7.65
503972,84029E,RED WOOLLY HOTTIE WHITE HEART.,12,2010-10-18 13:23:00,12.75,13402,United Kingdom,153.0
503973,71053,WHITE METAL LANTERN,11,2011-04-30 22:08:00,3.75,15434,Netherlands,41.25
503973,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-10-25 18:07:00,0.85,15253,Portugal,2.55
503974,71053,WHITE METAL LANTERN,14,2011-01-04 22:13:00,24.5,13569,Belgium,343.0
503974,85099B,JUMBO BAG RED RETROSPOT,18,2010-06-05 19:14:00,2.1,12645,Germany,37.8
503974,22720,SET OF 3 CAKE TINS PANTRY DESIGN,8,2010-07-06 19:48:00,24.5,12929,Spain,196.0
503975,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2010-01-09 20:26:00,8.5,12765,Sweden,93.5
